Power_W,Pressure_mTorr,Pressure_Pa,nAr,nArm,nArr,nArp,ne,Tg,Te_model
1218.18181818182,1,0.133322,3.02677481711888e+19,1.24172725697598e+17,7.92812379147177e+16,7.05243812860569e+15,1.63196815230046e+18,333.299315026486,4.33721003556795
1232.32323232323,1,0.133322,3.02516538793872e+19,1.24072197096895e+17,7.92316229827729e+16,7.11759147973459e+15,1.64889903805978e+18,333.653319989873,4.33699292548261
1246.46464646465,1,0.133322,3.02356065725911e+19,1.23970248973703e+17,7.91807665074394e+16,7.18236177234855e+15,1.66579510626537e+18,334.006927644147,4.33679367049304
1260.60606060606,1,0.133322,3.02196057412425e+19,1.23866950635608e+17,7.91287233632848e+16,7.24675256906613e+15,1.68265663674143e+18,334.360142913774,4.33661170746706
1274.74747474747,1,0.133322,3.02036508886053e+19,1.23762368310714e+17,7.9075546019658e+16,7.31076738925623e+15,1.69948390428282e+18,334.712970614639,4.33644649592404
1288.88888888889,1,0.133322,3.01877415302579e+19,1.23656565305512e+17,7.90212846639165e+16,7.37440970941703e+15,1.71627717879146e+18,335.065415457584,4.33629751690933
1303.0303030303,1,0.133322,3.01718771936138e+19,1.23549602153312e+17,7.89659873172627e+16,7.43768296357656e+15,1.73303672540819e+18,335.41748205181,4.33616427193517
1317.17171717172,1,0.133322,3.01560574174639e+19,1.23441536753874e+17,7.89096999436957e+16,7.50059054371174e+15,1.74976280464004e+18,335.769174908122,4.33604628198375
1331.31313131313,1,0.133322,3.01402817515451e+19,1.23332424504851e+17,7.88524665525553e+16,7.5631358001839e+15,1.76645567248322e+18,336.120498442054,4.33594308656796
1345.45454545455,1,0.133322,3.0124549756129e+19,1.23222318425582e+17,7.87943292950865e+16,7.62532204218763e+15,1.78311558054203e+18,336.471456976849,4.33585424284618
1359.59595959596,1,0.133322,3.01088610016304e+19,1.23111269273761e+17,7.87353285554284e+16,7.68715253821101e+15,1.79974277614366e+18,336.822054746333,4.33577932478737
1373.73737373737,1,0.133322,3.00932150682369e+19,1.22999325655439e+17,7.86755030363977e+16,7.74863051650581e+15,1.81633750244929e+18,337.17229589766,4.33571792238318
1387.87878787879,1,0.133322,3.00776115455529e+19,1.22886534128807e+17,7.86148898404077e+16,7.80975916556458e+15,1.83289999856135e+18,337.522184493952,4.33566964090419
1402.0202020202,1,0.133322,3.00620500322648e+19,1.2277293930216e+17,7.85535245458427e+16,7.87054163460496e+15,1.84943049962742e+18,337.871724516839,4.33563410019699
1416.16161616162,1,0.133322,3.00465301358187e+19,1.22658583926415e+17,7.84914412791795e+16,7.93098103405795e+15,1.86592923694057e+18,338.220919868885,4.33561093402004
1430.30303030303,1,0.133322,3.00310514721159e+19,1.22543508982537e+17,7.84286727831295e+16,7.99108043606032e+15,1.88239643803654e+18,338.56977437594,4.33559978941532
1444.44444444444,1,0.133322,3.00156136652195e+19,1.22427753764182e+17,7.83652504810512e+16,8.05084287494853e+15,1.89883232678767e+18,338.918291789379,4.33560032611403
1458.58585858586,1,0.133322,3.00002163470763e+19,1.22311355955879e+17,7.83012045378713e+16,8.11027134775471e+15,1.91523712349386e+18,339.266475788274,4.33561221597377
1472.72727272727,1,0.133322,2.99848591572526e+19,1.22194351707e+17,7.8236563917732e+16,8.1693688147031e+15,1.93161104497066e+18,339.61432998147,4.33563514244545
1486.86868686869,1,0.133322,2.99695417426773e+19,1.22076775701801e+17,7.81713564385602e+16,8.22813819970501e+15,1.9479543046344e+18,339.961857909591,4.33566880006828
1501.0101010101,1,0.133322,2.99542637574028e+19,1.21958661225763e+17,7.81056088237584e+16,8.28658239085426e+15,1.96426711258484e+18,340.309063046972,4.33571289399073
1515.15151515152,1,0.133322,2.99390248623706e+19,1.21840040228462e+17,7.80393467511812e+16,8.34470424091938e+15,1.98054967568502e+18,340.655948803509,4.33576713951627
1529.29292929293,1,0.133322,2.99238247251885e+19,1.21720943383162e+17,7.79725948995658e+16,8.40250656783376e+15,1.99680219763868e+18,341.002518526454,4.33583126167237
1543.43434343434,1,0.133322,2.99086630199216e+19,1.21601400143356e+17,7.79053769925725e+16,8.45999215518382e+15,2.01302487906536e+18,341.34877550214,4.335904994801
1557.57575757576,1,0.133322,2.98935394268866e+19,1.21481438796401e+17,7.78377158405677e+16,8.5171637526926e+15,2.02921791757308e+18,341.694722957641,4.33598808216991
1571.71717171717,1,0.133322,2.98784536324569e+19,1.2136108651444e+17,7.77696333802878e+16,8.57402407670001e+15,2.04538150782879e+18,342.040364062374,4.33608027560318
1585.85858585859,1,0.133322,2.98634053288767e+19,1.21240369402765e+17,7.77011507125086e+16,8.63057581063916e+15,2.06151584162667e+18,342.38570192965,4.33618133512995
1600,1,0.133322,2.98483942140818e+19,1.21119312545753e+17,7.76322881378306e+16,8.68682160550807e+15,2.07762110795446e+18,342.730739618162,4.3362910286503
200,1.078125,0.14373778125,3.40814867212995e+19,1.09399581023849e+17,6.46819292704612e+16,1.18062256789752e+15,3.03607523161638e+17,306.699044630379,4.44242451634612
214.141414141414,1.078125,0.14373778125,3.40527682560586e+19,1.11171191536027e+17,6.61210137637546e+16,1.28413096152936e+15,3.25091808104265e+17,307.152772088472,4.42884904653403
228.282828282828,1.078125,0.14373778125,3.4024542078233e+19,1.1277116356052e+17,6.74229547037475e+16,1.38780256823066e+15,3.46503010165995e+17,307.604339987616,4.41643612967199
242.424242424242,1.078125,0.14373778125,3.39967634897239e+19,1.14220048531274e+17,6.86043968171322e+16,1.49150030525253e+15,3.67839687607616e+17,308.053851806601,4.4050483919447
256.565656565657,1.078125,0.14373778125,3.39693941340825e+19,1.15535261929028e+17,6.9679408334259e+16,1.59511081614569e+15,3.89100976161665e+17,308.501402819989,4.39456940374201
270.707070707071,1.078125,0.14373778125,3.39424008649048e+19,1.16731660652854e+17,7.0659961550335e+16,1.69854003125849e+15,4.10286456296162e+17,308.947080938076,4.38489982426622
284.848484848485,1.078125,0.14373778125,3.39157548517907e+19,1.17821997218717e+17,7.15563096808633e+16,1.80170966623705e+15,4.31396051395698e+17,309.39096745033,4.37595436777126
298.989898989899,1.078125,0.14373778125,3.38894308672645e+19,1.18817280386829e+17,7.23772851880321e+16,1.90455443762232e+15,4.52429949199041e+17,309.833137683978,4.36765939445993
313.131313131313,1.078125,0.14373778125,3.38634067127712e+19,1.19727063964945e+17,7.31305380151882e+16,2.00701983149657e+15,4.73388540817866e+17,310.273661586894,4.35995098106058
327.272727272727,1.078125,0.14373778125,3.38376627533265e+19,1.20559679948594e+17,7.38227273878888e+16,2.10906030226134e+15,4.94272373116122e+17,310.712604242839,4.35277336325162
341.414141414141,1.078125,0.14373778125,3.38121815369244e+19,1.21322428134432e+17,7.44596774081375e+16,2.21063780903078e+15,5.15082111385766e+17,311.150026328132,4.34607766892334
355.555555555556,1.078125,0.14373778125,3.37869474812842e+19,1.22021731410629e+17,7.50465041747245e+16,2.31172061884097e+15,5.35818509963106e+17,311.585984516553,4.33982088080498
369.69696969697,1.078125,0.14373778125,3.37619466142869e+19,1.22663263768983e+17,7.55877203321472e+16,2.41228232235844e+15,5.56482389030215e+17,312.020531839133,4.33396498139154
383.838383838384,1.078125,0.14373778125,3.37371663573384e+19,1.23252056477173e+17,7.60873215926314e+16,2.51230101995198e+15,5.7707461625754e+17,312.453718004484,4.32847624383469
397.979797979798,1.078125,0.14373778125,3.37125953442155e+19,1.23792586645253e+17,7.6548858760028e+16,2.61175864522738e+15,5.97596092254905e+17,312.885589684729,4.32332464047429
412.121212121212,1.078125,0.14373778125,3.36882232670012e+19,1.24288851504102e+17,7.69754980145656e+16,2.71064040007655e+15,6.18047739026512e+17,313.316190770735,4.31848334689592
426.262626262626,1.078125,0.14373778125,3.36640407470817e+19,1.24744431022283e+17,7.73700716361949e+16,2.80893428084931e+15,6.38430490823154e+17,313.745562601391,4.3139283238536
440.40404040404,1.078125,0.14373778125,3.36400392240128e+19,1.25162540943625e+17,7.77351208906286e+16,2.90663067918816e+15,6.58745286890609e+17,314.17374416905,4.30963796324132
454.545454545455,1.078125,0.14373778125,3.36162108608549e+19,1.25546077917578e+17,7.80729324583755e+16,3.00372204449693e+15,6.78993065741986e+17,314.600772304568,4.30559278687214
468.686868686869,1.078125,0.14373778125,3.35925484627003e+19,1.25897658066401e+17,7.83855695145373e+16,3.10020259745489e+15,6.99174760649045e+17,315.026681844143,4.30177518910106
482.828282828283,1.078125,0.14373778125,3.35690454063132e+19,1.26219650078601e+17,7.86748983553126e+16,3.19606808601565e+15,7.19291296113438e+17,315.451505780058,4.29816921600702
496.969696969697,1.078125,0.14373778125,3.35456955791416e+19,1.26514203715841e+17,7.89426112994792e+16,3.29131557691474e+15,7.39343585127187e+17,315.875275397167,4.29476037520312
511.111111111111,1.078125,0.14373778125,3.35224933262348e+19,1.26783274459643e+17,7.9190246459967e+16,3.38594327697223e+15,7.59332527069507e+17,316.298020396708,4.29153547142157
525.252525252525,1.078125,0.14373778125,3.34994334039218e+19,1.27028644895552e+17,7.94192048743279e+16,3.47995037949572e+15,7.79259006117941e+17,316.719769008856,4.28848246387767
539.393939393939,1.078125,0.14373778125,3.34765109391237e+19,1.27251943328623e+17,7.96307653973538e+16,3.57333693189361e+15,7.99123890073562e+17,317.140548095144,4.28559034211788
553.535353535354,1.078125,0.14373778125,3.34537213937062e+19,1.27454660040673e+17,7.98260976903715e+16,3.66610372129462e+15,8.18928029522938e+17,317.560383241981,4.28284901760154
567.676767676768,1.078125,0.14373778125,3.34310605329451e+19,1.27638161531118e+17,8.00062735854445e+16,3.75825217547751e+15,8.386722572698e+17,317.979298846034,4.28024922874139
581.818181818182,1.078125,0.14373778125,3.34085243976672e+19,1.27803703027977e+17,8.01722770573289e+16,3.84978427687864e+15,8.5835738798536e+17,318.397318192412,4.27778245748372
595.959595959596,1.078125,0.14373778125,3.33861092795315e+19,1.27952439509764e+17,8.03250129985212e+16,3.94070248779475e+15,8.77984218034188e+17,318.814463526339,4.27544085582225
610.10101010101,1.078125,0.14373778125,3.33638116990371e+19,1.28085435441444e+17,8.04653149620052e+16,4.03100968519785e+15,8.9755352544083e+17,319.230756118969,4.27321718088904
624.242424242424,1.078125,0.14373778125,3.33416283859233e+19,1.28203673396493e+17,8.05939520109106e+16,4.12070910382648e+15,9.17066069968928e+17,319.646216327923,4.27110473747343
638.383838383838,1.078125,0.14373778125,3.33195562615776e+19,1.28308061711148e+17,8.0711634793144e+16,4.2098042864152e+15,9.36522593288947e+17,320.060863653007,4.26909732699639
652.525252525253,1.078125,0.14373778125,3.32975924233821e+19,1.28399441295704e+17,8.08190209417072e+16,4.29829904011114e+15,9.55923819216974e+17,320.474716787678,4.26718920210117
666.666666666667,1.078125,0.14373778125,3.32757341305942e+19,1.28478591709225e+17,8.09167198864716e+16,4.38619739824683e+15,9.75270454007831e+17,320.887793666548,4.26537502615626
680.808080808081,1.078125,0.14373778125,3.32539787915569e+19,1.28546236589049e+17,8.10052971510029e+16,4.47350358676388e+15,9.94563186689111e+17,321.30011150927,4.26364983706141
694.949494949495,1.078125,0.14373778125,3.32323239522801e+19,1.28603048514048e+17,8.1085278197847e+16,4.56022199470306e+15,1.01380268942802e+18,321.71168686127,4.26200901482345
709.090909090909,1.078125,0.14373778125,3.32107672860516e+19,1.28649653369242e+17,8.11571518766404e+16,4.64635714822941e+15,1.03298961792051e+18,322.122535631469,4.26044825245736
723.232323232323,1.078125,0.14373778125,3.31893065840331e+19,1.28686634270582e+17,8.1221373522212e+16,4.73191368775323e+15,1.05212461179646e+18,322.532673127327,4.25896352981785
737.373737373737,1.078125,0.14373778125,3.31679397467275e+19,1.28714535100839e+17,8.12783677434968e+16,4.81689634776273e+15,1.07120829503529e+18,322.942114087411,4.25755109002194
751.515151515152,1.078125,0.14373778125,3.3146664776215e+19,1.28733863700872e+17,8.13285309387112e+16,4.90130993903522e+15,1.09024127638725e+18,323.350872711716,4.2562074181677
765.656565656566,1.078125,0.14373778125,3.31254797690819e+19,1.28745094754886e+17,8.13722335676793e+16,4.98515933293922e+15,1.1092241497967e+18,323.758962689908,4.25492922209158
779.79797979798,1.078125,0.14373778125,3.31043829099638e+19,1.28748672403426e+17,8.14098222082604e+16,5.06844944757676e+15,1.12815749482436e+18,324.166397227681,4.25371341493943
793.939393939394,1.078125,0.14373778125,3.30833724656464e+19,1.28745012613636e+17,8.14416214204707e+16,5.15118523554838e+15,1.14704187706623e+18,324.573189071364,4.25255709935445
808.080808080808,1.078125,0.14373778125,3.30624467796594e+19,1.28734505332721e+17,8.1467935438973e+16,5.23337167314972e+15,1.16587784856704e+18,324.979350530921,4.2514575531092
822.222222222222,1.078125,0.14373778125,3.30416042673213e+19,1.28717516447428e+17,8.14890497121161e+16,5.31501375083436e+15,1.18466594822695e+18,325.384893501479,4.25041221602975
836.363636363636,1.078125,0.14373778125,3.30208434111862e+19,1.28694389569629e+17,8.15052323035261e+16,5.39611646479682e+15,1.20340670220019e+18,325.789829483487,4.249418678078
850.50505050505,1.078125,0.14373778125,3.30001627568555e+19,1.28665447665776e+17,8.15167351703719e+16,5.47668480954816e+15,1.22210062428483e+18,326.194169601625,4.24847466847393
864.646464646465,1.078125,0.14373778125,3.29795609091194e+19,1.28630994545926e+17,8.15237953307927e+16,5.55672377137214e+15,1.24074821630295e+18,326.597924622539,4.2475780457532
878.787878787879,1.078125,0.14373778125,3.2959036528399e+19,1.2859131622627e+17,8.15266359315484e+16,5.6362383225633e+15,1.25934996847084e+18,327.001104971511,4.24672678866726
892.929292929293,1.078125,0.14373778125,3.29385883274582e+19,1.28546682177525e+17,8.15254672257043e+16,5.71523341635968e+15,1.27790635975875e+18,327.40372074812,4.24591898784365
907.070707070707,1.078125,0.14373778125,3.29182150683605e+19,1.28497346470191e+17,8.15204874690765e+16,5.79371398249336e+15,1.29641785824022e+18,327.805781740982,4.24515283813342
921.212121212121,1.078125,0.14373778125,3.28979155596556e+19,1.28443548826488e+17,8.15118837432142e+16,5.87168492329191e+15,1.31488492143069e+18,328.207297441639,4.24442663157988
935.353535353535,1.078125,0.14373778125,3.28776886537674e+19,1.28385515587721e+17,8.14998327118427e+16,5.94915111026957e+15,1.3333079966156e+18,328.608277057638,4.24373875095096
949.49494949495,1.078125,0.14373778125,3.28575332445677e+19,1.28323460604893e+17,8.14845013169625e+16,6.0261173811553e+15,1.35168752116783e+18,329.008729524874,4.24308766378283
963.636363636364,1.078125,0.14373778125,3.2837448265126e+19,1.28257586059583e+17,8.14660474201514e+16,6.1025885373112e+15,1.37002392285482e+18,329.408663519242,4.2424719168879
977.777777777778,1.078125,0.14373778125,3.2817432685611e+19,1.28188083221373e+17,8.14446203940295e+16,6.17856934149831e+15,1.38831762013536e+18,329.808087467643,4.24189013128583
991.919191919192,1.078125,0.14373778125,3.27974855113367e+19,1.28115133147463e+17,8.14203616683514e+16,6.25406451595291e+15,1.40656902244634e+18,330.207009558387,4.24134099751968
1006.06060606061,1.078125,0.14373778125,3.27776057809447e+19,1.28038907329567e+17,8.13934052347359e+16,6.32907874074115e+15,1.42477853047974e+18,330.605437751045,4.24082327132318
1020.20202020202,1.078125,0.14373778125,3.27577925647004e+19,1.27959568292644e+17,8.13638781136304e+16,6.40361665236016e+15,1.44294653644993e+18,331.003379785759,4.2403357696093
1034.34343434343,1.078125,0.14373778125,3.27380449629076e+19,1.27877270149613e+17,8.13319007867796e+16,6.47768284256185e+15,1.46107342435175e+18,331.400843192082,4.23987736675199
